Mass,Relative%,Description
268.112027,0.45%,"reductive amination product of threonine and alpha-ketoglutaric acid(add H3O+), with the error of 0.004. decarboxylation coupling (R-R') product of 4-pentenoic acid and cystine(add NH4+); decarboxylation coupling (R-R') product of cystine and valine(add H+), with the error of 0.003.thiamine de-NH2 product(add H3O+), with the error of 0.004.decarboxylation C-N coupling product of histidine and o-phosphorylethanolamine(add NH4+), with the error of 0.005."
472.267027,0.11%,"reductive amination product of threonine and corticosterone(add Na+), with the error of 0.0. "
343.089085,0.09%,"reductive amination product of tryptophan and oxaloacetic acid(add Na+), with the error of 0.0019. "
241.159649,0.18%,"reductive amination product of tyrosine and acetone(add NH4+); decarboxylation coupling (RCOOR') product of asparagine and fumaric acid(add K+); decarboxylation C-N coupling product of fumaric acid and asparagine(add K+), with the error of 0.0036. decarboxylation C-N coupling product of proline and dopamine(add H3O+); decarboxylation coupling (R-R') product of hydroxyproline and tyrosine(add H3O+), with the error of 0.0006.decarboxylation C-N coupling product of 4-aminobenzoic acid and leucine(add H3O+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and leucine(add H3O+); decarboxylation C-N coupling product of leucine and 4-aminobenzoic acid(add H3O+), with the error of 0.0004.decarboxylation C-N coupling product of ornithine and ornithine(add Na+); decarboxylation coupling (RCOOR') product of ornithine and ornithine(add Na+), with the error of 0.0044."
512.302207,0.16%,"reductive amination product of tyrosine and corticosterone(add H+), with the error of 0.0012. "
511.291757,0.05%,"reductive amination product of tyrosine and corticosterone(self), with the error of 0.0012. "
336.179842,0.04%,"reductive amination product of tyrosine and oxaloacetic acid(add K+), with the error of 0.0032. "
413.237539,0.04%,"reductive amination product of urea and corticosterone(add Na+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and cytosine(add K+), with the error of 0.0035. "
177.05544,0.04%,"reductive amination product of urea and oxaloacetic acid(add H+); histidine -H +2Na product(self), with the error of 0.0044. decarboxylation C-N coupling product of n-acetyl cysteine and urea(self), with the error of 0.0006."
176.038374,0.05%,"reductive amination product of urea and oxaloacetic acid(self); decarboxylation C-N coupling product of pyruvic acid and cytosine(add Na+), with the error of 0.0046. "
171.149656,0.23%,"reductive amination product of urea and pyruvic acid(add K+); asparagine(add K+), with the error of 0.0013. "
177.164339,0.14%,"reductive amination product of valine and acetone(add NH4+), with the error of 0.0033. decarboxylation coupling (R-R') product of hydroxyproline and valine(add H3O+), with the error of 0.0003.decarboxylation coupling (R-R') product of lysine and alpha-ketobutyric acid(add H3O+), with the error of 0.0007."
226.107726,0.08%,"reductive amination product of valine and alpha-ketobutyric acid(add Na+); reductive amination product of leucine and pyruvic acid(add Na+), with the error of 0.0017. decarboxylation coupling (R-R') product of malic acid and tyrosine(add H+); reductive amination product of dopamine and pyruvic acid(add H+); decarboxylation C-N coupling product of leucine and o-phosphorylethanolamine(self); decarboxylation C-N coupling product of 3-hydroxypropionic acid and tyrosine(add H+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and tyrosine(add H+), with the error of 0.0003.decarboxylation C-N coupling product of pyruvic acid and phenylalanine(add H3O+); decarboxylation coupling (R-R') product of oxaloacetic acid and phenylalanine(add H3O+); decarboxylation coupling (RCOOR') product of pyruvic acid and phenylalanine(add H3O+); decarboxylation coupling (R-R') product of fumaric acid and tyrosine(add H3O+), with the error of 0.0043."
252.117492,0.04%,"reductive amination product of valine and oxaloacetic acid(add H3O+); decarboxylation C-N coupling product of histidine and taurine(add NH4+), with the error of 0.0045. decarboxylation C-N coupling product of cysteine and serotonin(add H+), with the error of 0.0005.decarboxylation C-N coupling product of malic acid and glutamine(add NH4+); decarboxylation coupling (RCOOR') product of glutamine and malic acid(add NH4+); decarboxylation C-N coupling product of glutamine and guanine(add H+), with the error of 0.0025."
251.126291,0.07%,"reductive amination product of valine and oxaloacetic acid(add NH4+), with the error of 0.0013. decarboxylation C-N coupling product of asparagine and phenylalanine(self); decarboxylation coupling (RCOOR') product of asparagine and phenylalanine(self); decarboxylation C-N coupling product of phenylalanine and asparagine(self), with the error of 0.0003.decarboxylation C-N coupling product of alpha-ketoglutaric acid and ornithine(add H3O+); reductive amination product of glutamine and alpha-ketobutyric acid(add H3O+); decarboxylation C-N coupling product of oxaloacetic acid and lysine(add H3O+); decarboxylation coupling (RCOOR') product of lysine and oxaloacetic acid(add H3O+); decarboxylation coupling (RCOOR') product of ornithine and alpha-ketoglutaric acid(add H3O+), with the error of 0.0027."
189.102779,0.05%,"reductive amination product of valine and pyruvic acid(self); decarboxylation coupling (R-R') product of glycine and tyrosine(add Na+); decarboxylation C-N coupling product of 4-pentenoic acid and adenine(self); decarboxylation C-N coupling product of malonic acid and leucine(self); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and threonine(add Na+); decarboxylation coupling (RCOOR') product of leucine and malonic acid(self), with the error of 0.0028. decarboxylation coupling (R-R') product of glyoxylic acid and tryptophan(add H+), with the error of 0.0008.decarboxylation C-N coupling product of serine and cytosine(add H3O+), with the error of 0.0002.adduct of dopamine with OH radical(add H3O+); decarboxylation coupling (R-R') product of n-acetyl cysteine and proline(add H+), with the error of 0.0022."
151.062207,1.04%,"ribose(add H+), with the error of 0.0012. decarboxylation coupling (R-R') product of 4-aminobenzoic acid and malonic acid(self); adduct of hypoxanthine with CH3 radical(self), with the error of 0.0008.decarboxylation coupling (R-R') product of pyruvic acid and malic acid(add H3O+); 4-pentenoic acid add 2 oxygens(add H3O+); decarboxylation coupling (R-R') product of oxaloacetic acid and 3-hydroxypropionic acid(add H3O+); decarboxylation coupling (RCOOR') product of pyruvic acid and 3-hydroxypropionic acid(add H3O+), with the error of 0.0028.methionine de-NH2 product(add NH4+), with the error of 0.0048."
173.042618,1.47%,"ribose(add Na+), with the error of 0.0004. decarboxylation coupling (R-R') product of oxaloacetic acid and itaconic acid(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and fumaric acid(add H+); decarboxylation coupling (RCOOR') product of pyruvic acid and itaconic acid(add H+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and fumaric acid(add H+), with the error of 0.0024.adduct of o-phosphorylethanolamine with CH3O radical(add H+), with the error of 0.0034."
168.088362,0.19%,"ribose(add NH4+); lysine -H +2Na product(self), with the error of 0.0004. decarboxylation C-N coupling product of 3-hydroxypropionic acid and serine(add H3O+); decarboxylation coupling (R-R') product of malic acid and serine(add H3O+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and serine(add H3O+), with the error of 0.0036."
168.091159,0.03%,"ribose(add NH4+); lysine -H +2Na product(self), with the error of 0.0032. decarboxylation C-N coupling product of 3-hydroxypropionic acid and serine(add H3O+); decarboxylation coupling (R-R') product of malic acid and serine(add H3O+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and serine(add H3O+), with the error of 0.0008."
128.03228,0.31%,"serine(add Na+), with the error of 0.0007. adduct of glycine with Cl radical(add NH4+), with the error of 0.0037."
123.08106,0.02%,"serine(add NH4+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 4-pentenoic acid(add Na+), with the error of 0.0031. decarboxylation C-N coupling product of 3-hydroxypropionic acid and urea(add H3O+); decarboxylation C-N coupling product of glycine and glycine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and glycine(add H3O+), with the error of 0.0001."
183.070764,0.04%,"serotonin de-NH2 product(add Na+); reductive amination product of o-phosphorylethanolamine and acetone(self), with the error of 0.0048. decarboxylation coupling (RCOOR') product of glycine and hydroxyproline(add Na+); decarboxylation coupling (RCOOR') product of ornithine and glyoxylic acid(add Na+); decarboxylation C-N coupling product of glyoxylic acid and ornithine(add Na+); decarboxylation coupling (R-R') product of glutamine and malonic acid(add Na+); decarboxylation C-N coupling product of hydroxyproline and glycine(add Na+), with the error of 0.0032."
130.142543,0.34%,"spermidine de-NH2 product(add H+), with the error of 0.0045. "
147.171604,0.13%,"spermidine de-NH2 product(add NH4+), with the error of 0.0024. "
129.139152,4.65%,"spermidine de-NH2 product(self), with the error of 0.0002. "
146.165535,54.06%,"spermidine(add H+), with the error of 0.0005. "
146.170827,0.03%,"spermidine(add H+), with the error of 0.0048. "
168.147577,0.56%,"spermidine(add Na+), with the error of 0.0004. decarboxylation coupling (R-R') product of glycine and phenylalanine(add NH4+), with the error of 0.0024."
332.281138,0.05%,"sphingosine add 2 oxygens(add H+); decarboxylation coupling (RCOOR') product of pyruvic acid and 3-hydroxypalmitic acid(add NH4+); decarboxylation C-N coupling product of 3-hydroxypalmitic acid and serine(add H+); decarboxylation coupling (RCOOR') product of 3-hydroxypalmitic acid and serine(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and 3-hydroxypalmitic acid(add NH4+), with the error of 0.0011. elaidic acid add 2 oxygens(add NH4+); oleic acid add 2 oxygens(add NH4+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and glucosamine(add K+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and galactosamine(add K+), with the error of 0.0001.decarboxylation C-N coupling product of arginine and phenylalanine(add K+); decarboxylation C-N coupling product of phenylalanine and arginine(add K+); decarboxylation coupling (RCOOR') product of arginine and phenylalanine(add K+), with the error of 0.0019."
317.289759,0.08%,"sphingosine add H2O(self); adduct of sphingosine with OH radical(add H+), with the error of 0.0032. adduct of elaidic acid with OH radical(add NH4+); adduct of oleic acid with OH radical(add NH4+), with the error of 0.0042."
300.290762,2.23%,"sphingosine(add H+), with the error of 0.0008. elaidic acid(add NH4+); oleic acid(add NH4+), with the error of 0.0002."
322.272762,0.03%,"sphingosine(add Na+), with the error of 0.0008. decarboxylation C-N coupling product of histidine and arginine(add K+); decarboxylation coupling (RCOOR') product of arginine and histidine(add K+); decarboxylation C-N coupling product of arginine and histidine(add K+), with the error of 0.0002.adduct of 3-hydroxypalmitic acid with CH3O radical(add H3O+), with the error of 0.0042."
148.097461,0.05%,"taurine de-NH2 product(add K+), with the error of 0.0035. reductive amination product of serine and acetone(add H+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and itaconic acid(add NH4+); adduct of leucine with OH radical(self); adduct of valine with CH3O radical(self); adduct of betaine with CH3O radical(self), with the error of 0.0005.decarboxylation C-N coupling product of 4-pentenoic acid and glycine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and 4-pentenoic acid(add H3O+); decarboxylation coupling (R-R') product of pyruvic acid and hydroxyproline(add H3O+); decarboxylation coupling (R-R') product of malonic acid and proline(add H3O+), with the error of 0.0035."
126.022241,1.80%,"taurine(add H+), with the error of 0.0008. "
164.117329,0.25%,"taurine(add K+), with the error of 0.0043. decarboxylation C-N coupling product of asparagine and urea(add NH4+), with the error of 0.0033.adduct of lysine with OH radical(add H+); adduct of ornithine with CH3O radical(add H+); adduct of proline with CH3O radical(add NH4+); adduct of hydroxyproline with CH3 radical(add NH4+), with the error of 0.0003.decarboxylation coupling (R-R') product of ornithine and cysteine(add H+); decarboxylation coupling (R-R') product of cysteine and proline(add NH4+), with the error of 0.0047."
248.111422,0.07%,"thiamine de-OH product(self), with the error of 0.0024. reductive amination product of leucine and oxaloacetic acid(add H+); reductive amination product of valine and alpha-ketoglutaric acid(add H+), with the error of 0.0026.decarboxylation C-N coupling product of 3-hydroxypropionic acid and tryptophan(self); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and tryptophan(self); decarboxylation coupling (R-R') product of malic acid and tryptophan(self); reductive amination product of serotonin and pyruvic acid(self), with the error of 0.0046."
266.124873,0.09%,"thiamine(add H+), with the error of 0.0049. decarboxylation product of n-acetyl neuraminic acid(add H+); reductive amination product of galactosamine and alpha-ketobutyric acid(add H+); reductive amination product of glucosamine and alpha-ketobutyric acid(add H+), with the error of 0.0009.decarboxylation C-N coupling product of hydroxyproline and tyrosine(self); decarboxylation coupling (RCOOR') product of hydroxyproline and tyrosine(self), with the error of 0.0011.reductive amination product of leucine and oxaloacetic acid(add H3O+); reductive amination product of valine and alpha-ketoglutaric acid(add H3O+), with the error of 0.0041."
141.041264,0.02%,"threonine -H +2Na product(self), with the error of 0.0013. adduct of cytosine with NO radical(self), with the error of 0.0003."
285.138944,0.06%,"thymidine add CH3CO+ (from CH3CN) product(self), with the error of 0.0039. decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and alpha-ketoglutaric acid(add K+), with the error of 0.0029.decarboxylation coupling (R-R') product of cystine and valine(add NH4+), with the error of 0.0031."
281.190618,0.26%,"thymidine(add K+), with the error of 0.0026. decarboxylation C-N coupling product of 4-aminobenzoic acid and guanine(add K+), with the error of 0.0016.decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and methionine(add NH4+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and methionine(add NH4+), with the error of 0.0006.decarboxylation C-N coupling product of arginine and adenine(add NH4+), with the error of 0.0044."
260.128985,0.04%,"thymidine(add NH4+), with the error of 0.004. decarboxylation C-N coupling product of 4-aminobenzoic acid and guanine(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and 6-hydroxyoctanoic acid(self), with the error of 0.003.reductive amination product of histidine and alpha-ketobutyric acid(add H3O+), with the error of 0.0.reductive amination product of histamine and alpha-ketoglutaric acid(add H3O+), with the error of 0.001.decarboxylation coupling (RCOOR') product of malonic acid and n-acetyl cysteine(add K+), with the error of 0.004."
213.066067,0.16%,"tyrosine add 2 oxygens(self), with the error of 0.0021. ascorbic acid add H2O(add H3O+), with the error of 0.0001.decarboxylation C-N coupling product of proline and cysteine(add Na+); decarboxylation coupling (RCOOR') product of cysteine and proline(add Na+), with the error of 0.0009.decarboxylation C-N coupling product of 4-aminobenzoic acid and cysteine(add H+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and cysteine(add H+); decarboxylation C-N coupling product of cysteine and 4-aminobenzoic acid(add H+), with the error of 0.0039."
164.074614,0.03%,"tyrosine de-OH product(self); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and fumaric acid(add H+), with the error of 0.0036. adduct of itaconic acid with CH3 radical(add H3O+); decarboxylation coupling (R-R') product of malonic acid and methionine(add H+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and n-acetyl cysteine(add H+), with the error of 0.0006.adduct of methionine with CH3 radical(self); reductive amination product of cysteine and acetone(add H+), with the error of 0.0004."
325.043926,0.29%,"ump(add H+), with the error of 0.0001. "
347.026584,0.44%,"ump(add Na+), with the error of 0.0006. "
113.034822,8.10%,"uracil(add H+), with the error of 0.0002. adduct of urea with Cl radical(add NH4+), with the error of 0.0012."
131.053637,0.45%,"uracil(add H3O+), with the error of 0.0036. adduct of 4-pentenoic acid with NO radical(add H+); decarboxylation C-N coupling product of alpha-ketobutyric acid and glycine(self); decarboxylation coupling (R-R') product of fumaric acid and serine(self); decarboxylation coupling (R-R') product of glycine and alpha-ketoglutaric acid(self); glutamine de-NH2 product(add H+); decarboxylation coupling (RCOOR') product of glycine and alpha-ketobutyric acid(self); hydroxyproline(self), with the error of 0.0044."
61.039631,1.18%,"urea(add H+), with the error of 0.0004. "
83.021752,0.06%,"urea(add Na+), with the error of 0.0002. "
169.036281,0.24%,"uric acid(add H+), with the error of 0.0003. adduct of histamine with Cl radical(add Na+), with the error of 0.0027.decarboxylation C-N coupling product of 3-hydroxypropionic acid and taurine(self), with the error of 0.0047."
187.054293,0.22%,"uric acid(add H3O+), with the error of 0.0033. "
283.169746,0.15%,"uridine(add K+), with the error of 0.0017. "
101.060068,0.74%,"valine de-NH2 product(self); 4-pentenoic acid(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and pyruvic acid(add H+), with the error of 0.0001. "
51.057272,0.28%,No matching standard peak
55.054238,0.04%,No matching standard peak
56.049466,0.03%,No matching standard peak
56.547133,0.03%,No matching standard peak
56.964822,0.05%,No matching standard peak
58.065132,0.18%,No matching standard peak
60.052516,0.02%,No matching standard peak
60.080796,0.07%,No matching standard peak
65.073002,2.90%,No matching standard peak
65.571458,0.02%,No matching standard peak
65.574639,0.24%,No matching standard peak
68.049485,0.04%,No matching standard peak
69.069912,0.09%,No matching standard peak
70.065143,0.49%,No matching standard peak
71.049235,0.10%,No matching standard peak
72.044396,0.03%,No matching standard peak
73.586253,1.29%,No matching standard peak
74.087979,0.10%,No matching standard peak
75.091773,0.13%,No matching standard peak
76.021593,0.02%,No matching standard peak
77.042797,0.06%,No matching standard peak
81.070033,0.05%,No matching standard peak
84.080933,0.27%,No matching standard peak
85.010766,0.02%,No matching standard peak
85.076189,0.04%,No matching standard peak
86.060184,0.11%,No matching standard peak
100.039559,0.03%,No matching standard peak
104.023225,0.02%,No matching standard peak
106.111551,0.21%,No matching standard peak
106.114123,0.12%,No matching standard peak
109.065135,0.07%,No matching standard peak
112.112283,2.19%,No matching standard peak
112.89614,0.14%,No matching standard peak
113.090624,1.90%,No matching standard peak
113.115838,0.16%,No matching standard peak
122.071766,4.73%,No matching standard peak
125.096555,0.12%,No matching standard peak
126.09187,0.21%,No matching standard peak
131.016419,0.40%,No matching standard peak
132.011958,0.20%,No matching standard peak
133.561669,0.71%,No matching standard peak
134.027425,0.03%,No matching standard peak
136.02185,0.88%,No matching standard peak
138.043432,0.19%,No matching standard peak
139.006991,0.02%,No matching standard peak
139.098182,0.09%,No matching standard peak
147.162821,0.54%,No matching standard peak
147.168931,4.06%,No matching standard peak
148.172277,0.13%,No matching standard peak
149.117734,0.07%,No matching standard peak
150.007013,0.24%,No matching standard peak
157.065386,0.27%,No matching standard peak
159.044704,0.19%,No matching standard peak
162.977423,0.04%,No matching standard peak
163.978455,0.37%,No matching standard peak
165.988256,0.06%,No matching standard peak
171.976398,7.06%,No matching standard peak
172.979339,0.46%,No matching standard peak
172.985179,0.25%,No matching standard peak
172.990045,0.02%,No matching standard peak
174.046074,0.06%,No matching standard peak
174.977556,0.46%,No matching standard peak
175.002313,0.74%,No matching standard peak
176.122836,2.13%,No matching standard peak
178.993196,0.02%,No matching standard peak
179.982804,0.51%,No matching standard peak
185.960305,0.16%,No matching standard peak
187.000677,0.09%,No matching standard peak
194.967136,0.02%,No matching standard peak
201.016157,0.12%,No matching standard peak
201.93432,0.20%,No matching standard peak
201.964399,0.28%,No matching standard peak
201.968696,0.16%,No matching standard peak
201.993871,0.13%,No matching standard peak
203.028229,0.09%,No matching standard peak
204.11608,0.13%,No matching standard peak
206.94589,0.03%,No matching standard peak
206.966905,0.17%,No matching standard peak
207.976219,0.04%,No matching standard peak
208.001883,0.05%,No matching standard peak
209.974162,0.04%,No matching standard peak
209.996291,0.03%,No matching standard peak
210.941345,0.08%,No matching standard peak
215.023284,0.05%,No matching standard peak
216.9488,0.04%,No matching standard peak
217.011696,0.02%,No matching standard peak
217.938475,0.17%,No matching standard peak
219.936855,0.02%,No matching standard peak
219.962671,0.29%,No matching standard peak
220.982902,0.02%,No matching standard peak
222.941493,0.14%,No matching standard peak
222.988494,0.04%,No matching standard peak
223.064012,0.07%,No matching standard peak
223.946696,0.08%,No matching standard peak
226.024843,0.08%,No matching standard peak
228.9494,0.03%,No matching standard peak
230.991065,2.04%,No matching standard peak
230.995571,0.06%,No matching standard peak
230.998575,0.02%,No matching standard peak
231.989273,0.03%,No matching standard peak
231.994564,0.13%,No matching standard peak
232.923235,0.06%,No matching standard peak
232.989402,0.14%,No matching standard peak
234.998371,0.02%,No matching standard peak
236.999095,0.38%,No matching standard peak
239.921195,0.08%,No matching standard peak
239.949814,0.05%,No matching standard peak
241.99894,0.02%,No matching standard peak
244.923255,0.04%,No matching standard peak
245.006905,0.19%,No matching standard peak
246.053675,0.10%,No matching standard peak
249.001584,0.15%,No matching standard peak
251.030981,0.06%,No matching standard peak
252.972508,0.79%,No matching standard peak
253.976402,0.05%,No matching standard peak
254.970607,0.05%,No matching standard peak
263.179832,0.06%,No matching standard peak
265.101713,0.06%,No matching standard peak
266.110016,1.08%,No matching standard peak
267.041923,0.02%,No matching standard peak
268.946896,0.41%,No matching standard peak
269.069584,0.28%,No matching standard peak
270.193706,0.08%,No matching standard peak
270.944813,0.06%,No matching standard peak
270.983929,0.03%,No matching standard peak
272.036567,0.21%,No matching standard peak
273.038403,0.21%,No matching standard peak
274.955349,0.09%,No matching standard peak
275.095833,0.09%,No matching standard peak
276.11954,0.06%,No matching standard peak
277.180555,0.04%,No matching standard peak
279.997249,0.05%,No matching standard peak
281.05451,1.00%,No matching standard peak
281.248116,0.03%,No matching standard peak
281.995168,0.05%,No matching standard peak
282.049873,0.99%,No matching standard peak
282.056965,0.10%,No matching standard peak
282.109661,0.14%,No matching standard peak
283.034236,0.32%,No matching standard peak
283.05257,0.13%,No matching standard peak
283.206443,0.18%,No matching standard peak
283.282916,0.45%,No matching standard peak
284.022737,0.02%,No matching standard peak
284.037071,0.02%,No matching standard peak
284.126174,0.07%,No matching standard peak
285.010251,0.05%,No matching standard peak
286.275212,0.03%,No matching standard peak
286.991432,0.03%,No matching standard peak
287.062161,0.02%,No matching standard peak
289.023819,0.05%,No matching standard peak
290.929217,0.11%,No matching standard peak
292.198572,0.05%,No matching standard peak
295.197968,0.02%,No matching standard peak
295.206647,0.11%,No matching standard peak
296.259657,0.03%,No matching standard peak
298.133645,0.04%,No matching standard peak
298.274635,0.05%,No matching standard peak
298.993252,0.03%,No matching standard peak
299.201262,0.04%,No matching standard peak
300.006021,0.06%,No matching standard peak
300.78111,0.03%,No matching standard peak
300.992105,0.03%,No matching standard peak
301.074778,0.06%,No matching standard peak
301.115009,0.18%,No matching standard peak
301.199969,0.05%,No matching standard peak
302.01786,0.06%,No matching standard peak
302.297602,0.04%,No matching standard peak
305.002554,0.06%,No matching standard peak
305.052692,0.04%,No matching standard peak
306.90273,0.05%,No matching standard peak
307.045384,3.51%,No matching standard peak
308.04212,0.03%,No matching standard peak
308.049059,0.37%,No matching standard peak
309.042556,0.24%,No matching standard peak
309.994164,0.03%,No matching standard peak
310.046706,0.03%,No matching standard peak
310.207918,0.03%,No matching standard peak
311.006479,0.05%,No matching standard peak
311.107396,0.10%,No matching standard peak
311.11796,0.18%,No matching standard peak
312.911026,0.03%,No matching standard peak
313.13373,0.16%,No matching standard peak
314.26989,0.10%,No matching standard peak
316.019403,0.14%,No matching standard peak
316.212958,0.05%,No matching standard peak
318.005428,0.06%,No matching standard peak
318.017559,0.14%,No matching standard peak
318.030903,0.04%,No matching standard peak
318.050314,0.03%,No matching standard peak
320.028602,0.03%,No matching standard peak
320.976083,0.19%,No matching standard peak
321.001916,0.02%,No matching standard peak
321.026521,0.11%,No matching standard peak
322.056309,0.46%,No matching standard peak
323.060008,0.04%,No matching standard peak
324.053433,0.02%,No matching standard peak
325.179345,0.18%,No matching standard peak
326.01882,0.07%,No matching standard peak
326.047782,0.03%,No matching standard peak
326.9804,0.08%,No matching standard peak
327.010755,0.05%,No matching standard peak
327.084131,0.03%,No matching standard peak
327.149937,0.02%,No matching standard peak
327.99833,0.08%,No matching standard peak
328.016119,0.07%,No matching standard peak
328.885746,0.02%,No matching standard peak
329.027403,0.04%,No matching standard peak
329.995923,0.09%,No matching standard peak
330.031829,0.03%,No matching standard peak
330.215296,0.08%,No matching standard peak
332.013115,0.03%,No matching standard peak
332.020879,0.06%,No matching standard peak
332.957168,0.04%,No matching standard peak
332.988359,0.03%,No matching standard peak
333.08976,0.05%,No matching standard peak
334.029271,0.20%,No matching standard peak
336.028271,0.18%,No matching standard peak
336.94982,0.10%,No matching standard peak
337.000099,0.06%,No matching standard peak
337.0901,0.03%,No matching standard peak
338.12106,0.10%,No matching standard peak
338.247435,0.02%,No matching standard peak
339.01385,0.06%,No matching standard peak
339.045896,0.04%,No matching standard peak
339.98794,0.02%,No matching standard peak
340.008055,0.02%,No matching standard peak
340.993171,0.03%,No matching standard peak
341.104988,0.06%,No matching standard peak
342.013689,0.02%,No matching standard peak
342.954553,0.02%,No matching standard peak
342.984442,0.07%,No matching standard peak
343.007541,0.07%,No matching standard peak
343.192415,0.05%,No matching standard peak
343.212815,0.30%,No matching standard peak
344.012554,0.03%,No matching standard peak
344.216,0.06%,No matching standard peak
345.00143,0.03%,No matching standard peak
345.059007,0.04%,No matching standard peak
345.207125,0.34%,No matching standard peak
345.226333,0.05%,No matching standard peak
348.931557,0.04%,No matching standard peak
348.962231,0.08%,No matching standard peak
349.202184,0.06%,No matching standard peak
349.228706,0.82%,No matching standard peak
350.077596,0.05%,No matching standard peak
352.929223,0.04%,No matching standard peak
353.106566,0.03%,No matching standard peak
353.965369,0.03%,No matching standard peak
354.077928,0.19%,No matching standard peak
354.213355,0.04%,No matching standard peak
354.927408,0.08%,No matching standard peak
354.987486,0.03%,No matching standard peak
355.081927,0.02%,No matching standard peak
355.226522,0.02%,No matching standard peak
356.011163,0.02%,No matching standard peak
356.925301,0.04%,No matching standard peak
357.968966,0.02%,No matching standard peak
358.982297,0.10%,No matching standard peak
359.167134,0.03%,No matching standard peak
360.175326,0.09%,No matching standard peak
362.014353,0.02%,No matching standard peak
362.254623,0.03%,No matching standard peak
363.000539,0.43%,No matching standard peak
363.009415,0.04%,No matching standard peak
363.089315,0.03%,No matching standard peak
363.172203,0.05%,No matching standard peak
364.004128,0.06%,No matching standard peak
364.081385,0.02%,No matching standard peak
364.937314,0.08%,No matching standard peak
364.967139,0.04%,No matching standard peak
365.004427,0.04%,No matching standard peak
365.105877,0.02%,No matching standard peak
365.195427,0.03%,No matching standard peak
365.246187,0.08%,No matching standard peak
366.071769,0.03%,No matching standard peak
366.080758,0.05%,No matching standard peak
366.927213,0.03%,No matching standard peak
367.187441,0.08%,No matching standard peak
369.007715,0.20%,No matching standard peak
369.938912,0.03%,No matching standard peak
369.969353,0.04%,No matching standard peak
370.208446,0.92%,No matching standard peak
371.213027,0.13%,No matching standard peak
371.985262,0.02%,No matching standard peak
372.051259,0.03%,No matching standard peak
372.101919,0.05%,No matching standard peak
373.118848,0.05%,No matching standard peak
373.943438,0.02%,No matching standard peak
373.983656,0.02%,No matching standard peak
374.955506,0.03%,No matching standard peak
375.099978,0.54%,No matching standard peak
375.238315,0.22%,No matching standard peak
376.046547,0.03%,No matching standard peak
376.077745,0.08%,No matching standard peak
376.149515,0.02%,No matching standard peak
376.243159,0.04%,No matching standard peak
377.988188,0.04%,No matching standard peak
378.019628,0.07%,No matching standard peak
378.249258,0.34%,No matching standard peak
379.921145,0.02%,No matching standard peak
380.097027,0.02%,No matching standard peak
380.168365,0.53%,No matching standard peak
380.250826,0.14%,No matching standard peak
380.909885,0.02%,No matching standard peak
380.94169,0.04%,No matching standard peak
381.080089,0.04%,No matching standard peak
381.135788,0.10%,No matching standard peak
381.172397,0.09%,No matching standard peak
381.240853,0.02%,No matching standard peak
383.995927,0.03%,No matching standard peak
384.208472,0.41%,No matching standard peak
384.982852,0.41%,No matching standard peak
385.11376,0.08%,No matching standard peak
385.17843,3.21%,No matching standard peak
385.942772,0.03%,No matching standard peak
385.986564,0.04%,No matching standard peak
386.027119,0.53%,No matching standard peak
386.979551,0.03%,No matching standard peak
387.030034,0.05%,No matching standard peak
388.023783,0.05%,No matching standard peak
390.0953,0.05%,No matching standard peak
390.162878,0.04%,No matching standard peak
390.199146,0.06%,No matching standard peak
390.991718,0.03%,No matching standard peak
391.074417,0.64%,No matching standard peak
392.035639,0.10%,No matching standard peak
392.050582,0.02%,No matching standard peak
392.188434,0.03%,No matching standard peak
392.264865,0.04%,No matching standard peak
392.289793,0.10%,No matching standard peak
393.07041,0.06%,No matching standard peak
393.992163,0.12%,No matching standard peak
394.204692,0.02%,No matching standard peak
394.285063,0.04%,No matching standard peak
395.180846,0.06%,No matching standard peak
396.177497,0.03%,No matching standard peak
396.206173,0.09%,No matching standard peak
397.081434,0.06%,No matching standard peak
397.220254,0.09%,No matching standard peak
399.179941,1.88%,No matching standard peak
399.970959,0.10%,No matching standard peak
