Mass,Relative%,Description
143.072715,0.01%,"decarboxylation coupling (R-R') product of oxaloacetic acid and 4-pentenoic acid(add H+); adduct of cytosine with CH3O radical(add H+); decarboxylation coupling (RCOOR') product of pyruvic acid and 4-pentenoic acid(add H+), with the error of 0.0027. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and itaconic acid(add H+), with the error of 0.0017."
159.027633,0.01%,"decarboxylation coupling (R-R') product of oxaloacetic acid and fumaric acid(add H+); decarboxylation coupling (RCOOR') product of pyruvic acid and fumaric acid(add H+); ascorbic acid de-OH product(self); hypoxanthine(add Na+); decarboxylation coupling (RCOOR') product of glyoxylic acid and itaconic acid(add H+), with the error of 0.0014. adduct of o-phosphorylethanolamine with OH radical(add H+); 4-aminobenzoic acid -H +2Na product(self), with the error of 0.0024."
138.063039,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and cysteine(add H3O+); decarboxylation product of n-acetyl cysteine(add H3O+), with the error of 0.0. adduct of 3-hydroxypropionic acid with NO radical(add NH4+), with the error of 0.002.histidine de-OH product(self); leucine de-NH2 product(add Na+); adduct of 4-pentenoic acid with CH3 radical(add Na+), with the error of 0.003.dopamine de-NH2 product(add H+), with the error of 0.005."
130.085921,0.11%,"decarboxylation coupling (R-R') product of pyruvic acid and hydroxyproline(add H+); decarboxylation coupling (R-R') product of malonic acid and proline(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and glycine(add H+); decarboxylation coupling (RCOOR') product of glycine and 4-pentenoic acid(add H+), with the error of 0.0001. adduct of proline with CH3 radical(self); lysine de-NH2 product(self), with the error of 0.0011."
103.038833,0.02%,"decarboxylation coupling (R-R') product of pyruvic acid and malonic acid(add H+); threonine de-NH2 product(self), with the error of 0.0002. decarboxylation product of alpha-ketoglutaric acid(add H+); alpha-ketobutyric acid(add H+); adduct of pyruvic acid with CH3 radical(self); carnitine de-trimethylamine product(add H+), with the error of 0.0012."
114.091459,0.03%,"decarboxylation coupling (R-R') product of pyruvic acid and proline(add H+), with the error of 0.0005. leucine de-OH product(self), with the error of 0.0005."
118.086179,10.66%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(add H+), with the error of 0.0002. 4-pentenoic acid(add NH4+); betaine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and pyruvic acid(add NH4+); reductive amination product of glycine and acetone(add H+); valine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and serine(add H+), with the error of 0.0008.decarboxylation coupling (R-R') product of glyoxylic acid and proline(add H3O+), with the error of 0.0038."
140.06803,0.14%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(add Na+), with the error of 0.0. decarboxylation C-N coupling product of glycine and cytosine(self); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and serine(add Na+); betaine(add Na+); reductive amination product of glycine and acetone(add Na+); valine(add Na+), with the error of 0.001."
117.073881,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(self), with the error of 0.0041. "
202.086189,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and tyrosine(add Na+); decarboxylation coupling (R-R') product of malonic acid and phenylalanine(add Na+), with the error of 0.0022. decarboxylation C-N coupling product of 4-aminobenzoic acid and cytosine(self); reductive amination product of 4-aminobenzoic acid and acetone(add Na+), with the error of 0.0012.decarboxylation coupling (RCOOR') product of glyoxylic acid and histidine(add H3O+); decarboxylation C-N coupling product of glyoxylic acid and histidine(add H3O+), with the error of 0.0002.decarboxylation C-N coupling product of serine and taurine(add NH4+); reductive amination product of cytosine and pyruvic acid(add H3O+), with the error of 0.0008.reductive amination product of o-phosphorylethanolamine and acetone(add H3O+), with the error of 0.0028."
79.054093,0.02%,"decarboxylation product of 4-pentenoic acid(add Na+), with the error of 0.0021. urea(add H3O+), with the error of 0.0009."
74.096399,0.02%,"decarboxylation product of 4-pentenoic acid(add NH4+); decarboxylation product of valine(add H+), with the error of 0.0006. "
112.086642,0.92%,"decarboxylation product of histidine(add H+), with the error of 0.0004. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and 4-pentenoic acid(self); histamine(add H+), with the error of 0.0014."
123.099689,0.01%,"decarboxylation product of methionine(add NH4+), with the error of 0.0037. "
72.080617,0.45%,"decarboxylation product of proline(add H+), with the error of 0.0004. "
94.064938,0.01%,"decarboxylation product of proline(add Na+), with the error of 0.0019. decarboxylation product of 4-aminobenzoic acid(add H+), with the error of 0.0011.adduct of acetone with OH radical(add H3O+); adduct of acetaldehyde with CH3O radical(add H3O+), with the error of 0.0031."
84.044223,0.01%,"decarboxylation product of serine(add Na+), with the error of 0.0012. "
160.076012,0.07%,"decarboxylation product of tyrosine(add Na+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.002. serotonin de-NH2 product(self), with the error of 0.0."
137.064978,0.13%,"dopamine de-NH2 product(self); decarboxylation C-N coupling product of malonic acid and urea(add H3O+), with the error of 0.005. decarboxylation C-N coupling product of 4-pentenoic acid and urea(add Na+), with the error of 0.003.adduct of threonine with OH radical(add H+), with the error of 0.004."
291.069987,0.05%,"glutathione de-NH2 product(self), with the error of 0.005. inosine(add Na+), with the error of 0.001."
93.069882,0.01%,"glycine(add NH4+), with the error of 0.0029. "
95.060176,0.63%,"histamine de-NH2 product(self), with the error of 0.0008. decarboxylation product of cysteine(add NH4+), with the error of 0.0048."
132.065055,0.13%,"hydroxyproline(add H+); decarboxylation coupling (R-R') product of glyoxylic acid and itaconic acid(add NH4+); decarboxylation coupling (R-R') product of glycine and alpha-ketoglutaric acid(add H+); decarboxylation C-N coupling product of alpha-ketobutyric acid and glycine(add H+); decarboxylation coupling (R-R') product of pyruvic acid and fumaric acid(add NH4+); decarboxylation coupling (RCOOR') product of glycine and alpha-ketobutyric acid(add H+); adduct of proline with OH radical(self); decarboxylation coupling (R-R') product of fumaric acid and serine(add H+), with the error of 0.0009. "
152.056478,0.27%,"methionine de-NH2 product(add H3O+), with the error of 0.0015. fumaric acid add H2O(add NH4+); malic acid(add NH4+); guanine(add H+); adduct of adenine with OH radical(self); oxaloacetic acid reductive hydrogenation product(add NH4+), with the error of 0.0005.decarboxylation C-N coupling product of malonic acid and glycine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and malonic acid(add H3O+); decarboxylation C-N coupling product of glyoxylic acid and serine(add H3O+); decarboxylation coupling (RCOOR') product of glyoxylic acid and serine(add H3O+), with the error of 0.0035."
133.031882,0.02%,"methionine de-NH2 product(self), with the error of 0.0001. "
167.089294,0.03%,"methionine(add NH4+), with the error of 0.0033. decarboxylation coupling (R-R') product of glycine and n-acetyl cysteine(add H3O+), with the error of 0.0003.adduct of asparagine with OH radical(add NH4+); adduct of threonine with NO radical(add NH4+), with the error of 0.0017."
265.25111,0.07%,"oleic acid de-OH product(self); elaidic acid de-OH product(self), with the error of 0.0019. "
137.045759,0.40%,"proline -H +2Na product(self), with the error of 0.0008. hypoxanthine(add H+), with the error of 0.0012.4-aminobenzoic acid(self), with the error of 0.0022.decarboxylation coupling (R-R') product of glyoxylic acid and malic acid(add H3O+); decarboxylation coupling (R-R') product of malonic acid and malonic acid(add H3O+); decarboxylation coupling (RCOOR') product of glyoxylic acid and 3-hydroxypropionic acid(add H3O+), with the error of 0.0032."
291.129478,0.24%,"reductive amination product of arginine and oxaloacetic acid(add H+), with the error of 0.0015. "
257.147465,0.15%,"reductive amination product of dopamine and alpha-ketobutyric acid(add NH4+); decarboxylation coupling (RCOOR') product of oxaloacetic acid and asparagine(add K+); decarboxylation C-N coupling product of oxaloacetic acid and asparagine(add K+), with the error of 0.0035. "
235.164882,0.09%,"reductive amination product of leucine and alpha-ketobutyric acid(add NH4+), with the error of 0.0021. "
285.11074,0.10%,"reductive amination product of lysine and oxaloacetic acid(add Na+); reductive amination product of ornithine and alpha-ketoglutaric acid(add Na+), with the error of 0.0037. guanosine de-NH2 product(add NH4+), with the error of 0.0027.decarboxylation C-N coupling product of oxaloacetic acid and tyrosine(add NH4+); decarboxylation coupling (RCOOR') product of oxaloacetic acid and tyrosine(add NH4+), with the error of 0.0017.reductive amination product of 4-aminobenzoic acid and alpha-ketoglutaric acid(add NH4+), with the error of 0.0007."
236.028102,0.01%,"reductive amination product of o-phosphorylethanolamine and pyruvic acid(add Na+), with the error of 0.0019. "
474.364896,0.01%,"reductive amination product of serine and corticosterone(add K+), with the error of 0.0049. "
345.215131,0.01%,"reductive amination product of serotonin and alpha-ketoglutaric acid(add K+), with the error of 0.0049. "
276.191856,0.01%,"reductive amination product of spermidine and alpha-ketoglutaric acid(add H+), with the error of 0.0011. decarboxylation C-N coupling product of asparagine and guanine(add K+), with the error of 0.0021.decarboxylation C-N coupling product of lysine and serotonin(self), with the error of 0.0031."
218.185833,0.37%,"reductive amination product of spermidine and pyruvic acid(add H+); decarboxylation C-N coupling product of valine and lysine(add H+); decarboxylation coupling (RCOOR') product of lysine and valine(add H+); decarboxylation C-N coupling product of ornithine and leucine(add H+); decarboxylation coupling (RCOOR') product of lysine and 4-pentenoic acid(add NH4+); decarboxylation coupling (RCOOR') product of leucine and proline(add NH4+); decarboxylation coupling (RCOOR') product of ornithine and leucine(add H+); decarboxylation C-N coupling product of leucine and ornithine(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and lysine(add NH4+); decarboxylation C-N coupling product of lysine and valine(add H+); decarboxylation C-N coupling product of proline and leucine(add NH4+), with the error of 0.0012. "
372.310412,0.79%,"reductive amination product of sphingosine and pyruvic acid(add H+), with the error of 0.0006. decarboxylation C-N coupling product of elaidic acid and adenine(add H+); decarboxylation C-N coupling product of oleic acid and adenine(add H+), with the error of 0.0016."
394.292884,0.01%,"reductive amination product of sphingosine and pyruvic acid(add Na+), with the error of 0.0001. decarboxylation C-N coupling product of elaidic acid and adenine(add Na+); decarboxylation C-N coupling product of oleic acid and adenine(add Na+), with the error of 0.0011."
274.170699,0.01%,"reductive amination product of threonine and oxaloacetic acid(add K+), with the error of 0.0037. decarboxylation C-N coupling product of alpha-ketoglutaric acid and adenine(add K+); decarboxylation C-N coupling product of itaconic acid and guanine(add K+); reductive amination product of serine and alpha-ketoglutaric acid(add K+), with the error of 0.0027.decarboxylation C-N coupling product of arginine and glutamine(self); decarboxylation coupling (RCOOR') product of arginine and glutamine(self); decarboxylation C-N coupling product of glutamine and arginine(self), with the error of 0.0043."
292.197043,0.46%,"reductive amination product of tyrosine and pyruvic acid(add K+); decarboxylation C-N coupling product of alpha-ketoglutaric acid and dopamine(add K+); decarboxylation C-N coupling product of malic acid and phenylalanine(add K+); decarboxylation coupling (RCOOR') product of malic acid and phenylalanine(add K+), with the error of 0.004. "
171.148726,0.12%,"reductive amination product of urea and pyruvic acid(add K+); asparagine(add K+), with the error of 0.0023. "
123.079241,0.05%,"serine(add NH4+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 4-pentenoic acid(add Na+), with the error of 0.0012. decarboxylation C-N coupling product of 3-hydroxypropionic acid and urea(add H3O+); decarboxylation C-N coupling product of glycine and glycine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and glycine(add H3O+), with the error of 0.0018."
129.138418,0.55%,"spermidine de-NH2 product(self), with the error of 0.0006. "
146.165302,4.19%,"spermidine(add H+), with the error of 0.0007. "
318.299105,0.02%,"sphingosine add H2O(add H+); 12-hydroxystearic acid(add NH4+), with the error of 0.0019. oleic acid add H2O(add NH4+); elaidic acid add H2O(add NH4+), with the error of 0.0029."
317.288484,0.09%,"sphingosine add H2O(self); adduct of sphingosine with OH radical(add H+), with the error of 0.0045. "
300.288559,8.29%,"sphingosine(add H+), with the error of 0.0014. elaidic acid(add NH4+); oleic acid(add NH4+), with the error of 0.0024."
322.271431,0.41%,"sphingosine(add Na+), with the error of 0.0006. decarboxylation C-N coupling product of histidine and arginine(add K+); decarboxylation coupling (RCOOR') product of arginine and histidine(add K+); decarboxylation C-N coupling product of arginine and histidine(add K+), with the error of 0.0016."
164.116493,0.05%,"taurine(add K+), with the error of 0.0035. decarboxylation C-N coupling product of asparagine and urea(add NH4+), with the error of 0.0025.adduct of lysine with OH radical(add H+); adduct of ornithine with CH3O radical(add H+); adduct of proline with CH3O radical(add NH4+); adduct of hydroxyproline with CH3 radical(add NH4+), with the error of 0.0005."
130.064978,0.06%,"uracil(add NH4+), with the error of 0.003. decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and itaconic acid(self), with the error of 0.002.cytosine(add H3O+), with the error of 0.001."
56.964697,0.01%,No matching standard peak
58.064997,0.34%,No matching standard peak
60.080542,1.31%,No matching standard peak
61.007143,0.02%,No matching standard peak
61.010609,0.01%,No matching standard peak
61.084067,0.02%,No matching standard peak
62.92882,0.01%,No matching standard peak
63.997633,0.04%,No matching standard peak
68.049366,0.05%,No matching standard peak
69.069784,0.03%,No matching standard peak
70.012474,0.04%,No matching standard peak
70.06488,0.13%,No matching standard peak
79.500093,0.01%,No matching standard peak
80.024549,0.03%,No matching standard peak
81.017042,0.09%,No matching standard peak
81.044501,0.28%,No matching standard peak
81.520383,0.04%,No matching standard peak
84.080821,0.31%,No matching standard peak
90.52594,0.01%,No matching standard peak
94.039965,0.01%,No matching standard peak
95.049075,0.01%,No matching standard peak
95.085556,0.03%,No matching standard peak
96.063639,0.01%,No matching standard peak
97.064663,0.01%,No matching standard peak
97.07571,0.02%,No matching standard peak
100.112,0.08%,No matching standard peak
101.901982,0.03%,No matching standard peak
102.583065,0.03%,No matching standard peak
102.587066,0.01%,No matching standard peak
103.966784,0.03%,No matching standard peak
104.247159,0.06%,No matching standard peak
105.659223,0.01%,No matching standard peak
105.663405,0.03%,No matching standard peak
106.110881,0.19%,No matching standard peak
106.113687,0.10%,No matching standard peak
106.384018,0.02%,No matching standard peak
112.02169,0.02%,No matching standard peak
112.112028,0.89%,No matching standard peak
112.895622,0.03%,No matching standard peak
113.029162,0.02%,No matching standard peak
113.09036,0.02%,No matching standard peak
113.11506,0.04%,No matching standard peak
121.083901,0.03%,No matching standard peak
121.9659,0.02%,No matching standard peak
122.070841,2.74%,No matching standard peak
130.141794,0.02%,No matching standard peak
133.561201,0.02%,No matching standard peak
147.162198,0.01%,No matching standard peak
147.168308,0.33%,No matching standard peak
150.006357,0.02%,No matching standard peak
186.009075,0.05%,No matching standard peak
188.006718,0.01%,No matching standard peak
219.190235,0.02%,No matching standard peak
227.035662,0.01%,No matching standard peak
240.231453,0.02%,No matching standard peak
245.179173,0.24%,No matching standard peak
247.241723,0.03%,No matching standard peak
252.268126,0.99%,No matching standard peak
253.27213,0.17%,No matching standard peak
256.262445,0.01%,No matching standard peak
264.26882,0.70%,No matching standard peak
265.27144,0.12%,No matching standard peak
266.214729,0.03%,No matching standard peak
270.316021,0.17%,No matching standard peak
282.048487,0.03%,No matching standard peak
282.241091,0.01%,No matching standard peak
283.282533,4.65%,No matching standard peak
284.32975,0.26%,No matching standard peak
285.333293,0.03%,No matching standard peak
286.273767,0.02%,No matching standard peak
292.263293,0.01%,No matching standard peak
294.278585,0.18%,No matching standard peak
295.283204,0.02%,No matching standard peak
296.295157,0.07%,No matching standard peak
298.345754,0.31%,No matching standard peak
299.349132,0.04%,No matching standard peak
302.295366,0.16%,No matching standard peak
305.303566,0.11%,No matching standard peak
308.217956,0.01%,No matching standard peak
310.309587,0.08%,No matching standard peak
313.29138,0.05%,No matching standard peak
321.31329,0.02%,No matching standard peak
323.273645,0.06%,No matching standard peak
324.243073,0.06%,No matching standard peak
328.319906,0.02%,No matching standard peak
333.334199,0.79%,No matching standard peak
338.24592,0.03%,No matching standard peak
339.345021,0.08%,No matching standard peak
343.212601,0.01%,No matching standard peak
344.210316,0.07%,No matching standard peak
348.222758,0.08%,No matching standard peak
354.300072,0.87%,No matching standard peak
355.283523,0.02%,No matching standard peak
355.412475,0.01%,No matching standard peak
356.279706,0.07%,No matching standard peak
359.229436,0.02%,No matching standard peak
361.326968,0.01%,No matching standard peak
361.365168,0.09%,No matching standard peak
369.429204,0.03%,No matching standard peak
372.242811,0.16%,No matching standard peak
373.24643,0.03%,No matching standard peak
375.098006,0.09%,No matching standard peak
375.237896,0.07%,No matching standard peak
380.253545,0.01%,No matching standard peak
383.204791,0.24%,No matching standard peak
384.207991,0.02%,No matching standard peak
391.070579,0.06%,No matching standard peak
397.219681,0.10%,No matching standard peak
399.177648,0.19%,No matching standard peak
399.249306,0.18%,No matching standard peak
404.244137,0.02%,No matching standard peak
411.331649,0.01%,No matching standard peak
413.193726,0.07%,No matching standard peak
425.213469,0.01%,No matching standard peak
432.330939,0.02%,No matching standard peak
443.231159,0.11%,No matching standard peak
444.234829,0.01%,No matching standard peak
444.274886,0.01%,No matching standard peak
448.324398,0.02%,No matching standard peak
451.340545,0.01%,No matching standard peak
457.280753,0.01%,No matching standard peak
478.323127,0.06%,No matching standard peak
479.32716,0.01%,No matching standard peak
482.281265,0.02%,No matching standard peak
492.317139,0.01%,No matching standard peak
494.290413,0.02%,No matching standard peak
494.492626,0.06%,No matching standard peak
497.270271,0.03%,No matching standard peak
508.578964,0.06%,No matching standard peak
509.468206,0.05%,No matching standard peak
513.247509,0.07%,No matching standard peak
515.348082,0.01%,No matching standard peak
536.61414,0.10%,No matching standard peak
537.615276,0.02%,No matching standard peak
551.631042,0.02%,No matching standard peak
